slice_id,label,evidence_layer,claim_tier,coverage,comparison,comparison_role,cell_count,sample_count_minimum,sample_count_maximum,median_of_cell_medians,minimum_cell_median,maximum_cell_median,minimum_cell_downside_0.05,maximum_worst_observed_relative_shortfall,median_left_cash_drag,median_left_asset_exposure,median_left_guardrail_activation_frequency,median_left_purchase_count,mean_terminal_wealth_gap,mean_cash_contribution,mean_unit_contribution,cash_unit_identity_residual,cost_scope,aggregation
deterministic-primary,Deterministic primary catalog,deterministic,deterministic stress evidence,0.5,corrected_guarded_vs_dca,complete-system performance,14,1,1,-0.008594244604942299556429631493807882819911366824341222407853395,-0.085645614130186013650917330385786707094025698463418838593974,0.348798972438855647429887465699459992702303997273286110162718,-0.085645614130186013650917330385786707094025698463418838593974,0.085645614130186013650917330385786707094025698463418838593974,0.157084609419000129523775920850193719277492225936740787980269,0.8477506322325302627321346943275499484199981789721210749202165,0.428571428571428571428571428571428571428571428571428571428571,5.5,-61.28270815175237137213543876171336557736124059676488778892714285714285714285714285714285714285714286,937.9146511665764040621358218023707768700972954672492473807827857142857142857142857142857142857142857,-999.1973593183287754342712605640841424474585360640141351697099285714285714285714285714285714285714286,-4E-98,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
deterministic-primary,Deterministic primary catalog,deterministic,deterministic stress evidence,1,neutral_guarded_vs_dca,safety-architecture behavior,14,1,1,0,0,0,0,0,0,1,1,5.5,0,0,0,0,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
stochastic-primary,Stochastic primary families,stochastic,controlled sensitivity,0.5,corrected_guarded_vs_dca,complete-system performance,15,3,3,-0.00496856996521904588743520330837696916855368122977495398252495,-0.00895837235414921765291891205925977510717352731863705728162986,0.00164958218234483006618282985753382775765153013357849135922404,-0.0157080296185346071815377457383209278006465854067389292572552,0.0164676622466561023253667493949248905390706237978973092483223,0.0299085762002884838123574419873087029871629824732699535987336,0.97242608109904959317715818056230690732129484254919475479974,0.064814814814814814814814814814814814814814814814814814814815,36,-104.5713762498770929130214060685348537085124376506271498370999353333333333333333333333333333333333333,1040.561714339039658738087300948797805265256218135304927141288,-1145.1330905889167516511087070173326589737686557859320769783886,-6.646666666666666666666666666666666666667E-58,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
stochastic-primary,Stochastic primary families,stochastic,controlled sensitivity,0.5,corrected_guarded_vs_neutral_guarded,corrected-mean signal contribution,15,3,3,0.000219492003887749330437339939731935948903217487269403452926822,-0.000280578769574098157529380678928723050295230255492997629802081,0.000802345040685964574305461783943379796938977151747368596585684,-0.000627852731702556401004164129937814695114865777670088002110097,0.000683871543132851908796606862398622229045254991786622750231804,0.0299085762002884838123574419873087029871629824732699535987336,0.97242608109904959317715818056230690732129484254919475479974,0.064814814814814814814814814814814814814814814814814814814815,36,10.9036743309389473150217139746001365811045989480774917071177698,40.72683201945007491322659430582716145528923986811404323764908466666666666666666666666666666666666667,-29.82315768851112759820488033122702487418464092003655153053349333333333333333333333333333333333333333,-2.17846666666666666666666666666666666666666E-57,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
stochastic-primary,Stochastic primary families,stochastic,controlled sensitivity,0.5,neutral_guarded_vs_dca,safety-architecture behavior,15,3,3,-0.00520650382398175971626661794399537727223407298059679723857421,-0.00906281961305660337176522795641626074105866585054163444977351,0.00142977635398003433798571573744788716185458704275095265986772,-0.0150900064190933835994277087535654052271339135461194154855985,0.0157945921756475645853064869655018951091433876126909207776455,0.0277777777769569831310950795343207123478244706375611135044512,0.97325529351584403816079850142051066610325047026842886671725,0.0740740740740740740740740740740740740740740740740740740740743,36,-115.4750505808160402280431200431349902896170365987046415442178753333333333333333333333333333333333333,999.8348823195895838248607066429706438099669782671908839036392,-1115.309932900405624052903826686105634099584014865895525447854666666666666666666666666666666666666667,2.4086666666666666666666666666666666666663E-57,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
stochastic-primary,Stochastic primary families,stochastic,controlled sensitivity,0.75,corrected_guarded_vs_dca,complete-system performance,15,3,3,-0.00407383077357755650073416214336077884676325263098387170803682,-0.00894090069828357732078888820432910012002891492131062149579044,0.00152191210176111202585379746252660847360305423040955828186583,-0.0144679544954619430216832788715183077058199309513054002212013,0.0153721201433004220886863065939792745309009160437634004073573,0.0299085761860632100693972240926256680038742954011136726240737,0.972441631519609823199134124191003560628776479325979867769827,0.175925925925925925925925925925925925925925925925925925925926,36,-92.23505681592261628964406574812317722363276394477526474621112666666666666666666666666666666666666667,1039.2787711714712521710412583506549298185174921437035227075284,-1131.513827987393868460685324098778107042150256088478787453740666666666666666666666666666666666666667,-1.14000000000000000000000000000000000000033E-57,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
stochastic-primary,Stochastic primary families,stochastic,controlled sensitivity,0.75,corrected_guarded_vs_neutral_guarded,corrected-mean signal contribution,15,3,3,0.000206622044727925520802506352077097197617690520446588889562601,-0.000286782464573886265034334684063885417213030341156059336187265,0.000730373619815275793689886447820520840245319787972613168672592,-0.000648607027737969948280637556405297455462652104975863088378753,0.000706987490989442196147938133386832751798390152013661304288576,0.0299085761860632100693972240926256680038742954011136726240737,0.972441631519609823199134124191003560628776479325979867769827,0.175925925925925925925925925925925925925925925925925925925926,36,9.884807260514549752445715570463093056727401714266611370026670666666666666666666666666666666666666667,40.56969061079155455699910396995884464536369089000728833219911333333333333333333333333333333333333333,-30.68488335027700480455338839949575158863628917574067696218936666666666666666666666666666666666666667,-1.6924000000000000000000000000000000000000007E-56,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
stochastic-primary,Stochastic primary families,stochastic,controlled sensitivity,0.75,neutral_guarded_vs_dca,safety-architecture behavior,15,3,3,-0.00431498014585856677373602129820603888143065178969717079976893,-0.00889310673708641542055778570623177688671723073146406499313753,0.000951102084732896235273985804545491412685026671189711797883174,-0.0138287618007589825761671430037137162413133322901705858628613,0.0146755080529283150360531130540248989354246192981233661105531,0.0277777777712860594196661791542723934807996141685224811647392,0.973277128788633737035183384431827679541013282562658066335553,0.175925925925925925925925925925925925925925925925925925925926,36,-102.1198640764371660420897813185862702803601656590418761162377533333333333333333333333333333333333333,998.7090805606796976140421543806960851731538012536962343753297333333333333333333333333333333333333333,-1100.8289446371168636561319356992823554535139669127381104915518,1.56866666666666666666666666666666666666666E-56,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
stochastic-primary,Stochastic primary families,stochastic,controlled sensitivity,0.9,corrected_guarded_vs_dca,complete-system performance,15,3,3,-0.00252998968670959947211466451114172383739871809001752438493353,-0.00636718880076151926825689478172268844256335826464307493992343,0.00204051724274480095265903464212306650770455543829310869212553,-0.0078789936432353541614651294639480039266123601872586723739756,0.00804697195906578026071048887308415009150669373421596097775917,0.0299085535466965968684352172678877657896093701521883597552916,0.972449294665863727090204079006992689872978459498465640318483,0.5,36,-58.05362523256752492086961387250475267021607466741259749866894,901.6522111267484290417012485507599944778781867939986899305103333333333333333333333333333333333333333,-959.7058363593159539625708624232647471480942614614112874291804666666666666666666666666666666666666667,-1.1933333333333333333333333333333333333334E-57,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
stochastic-primary,Stochastic primary families,stochastic,controlled sensitivity,0.9,corrected_guarded_vs_neutral_guarded,corrected-mean signal contribution,15,3,3,0.000113544605376146545969044920801328498585198857337028209037503,-0.000300868227526559206629312535306303423010210776542636421575633,0.000597407284969926169690422418032895563147380957347888715662445,-0.000590168704659486031912890415425409941558834795294313538835897,0.00062231320211870012361106573543864399917534857515561099630926,0.0299085535466965968684352172678877657896093701521883597552916,0.972449294665863727090204079006992689872978459498465640318483,0.5,36,6.9535500525034139126357782837318058509604321597645384443088778,29.47107228364882183517712027738004567268006496989276871554912666666666666666666666666666666666666667,-22.517522231145407922541341993648239821719632810128230271244682,-4.43313333333333333333333333333333333333333E-57,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
stochastic-primary,Stochastic primary families,stochastic,controlled sensitivity,0.9,neutral_guarded_vs_dca,safety-architecture behavior,15,3,3,-0.00268025999169784542461273582310798795021084997355464639968678,-0.00606814628565229614180012827437080404645420838491164129619133,0.00164650897977980729405839228741733984902927569995277656258413,-0.00729316851611586219069827182910008580386803017000809127630028,0.00746223463914335271360134055125479683082107137612642070124088,0.0277777661057595735984010382822731101236217720333565834497921,0.973321416783976316140756982012611235881970346840903453805063,0.50925925925925925925925925925925925925925925925925925925926,36,-65.00717528507093883350539215623655852117650682717713594297775333333333333333333333333333333333333333,872.1811388430996072065241282733799488051981218241059212149625333333333333333333333333333333333333333,-937.1883141281705460400295204296165073263746286512830571579344,5.88666666666666666666666666666666666666663E-57,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
stochastic-primary,Stochastic primary families,stochastic,controlled sensitivity,1,corrected_guarded_vs_dca,complete-system performance,15,3,3,0,0,0,0,0,0,1,1,36,0,0,0,0,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
stochastic-primary,Stochastic primary families,stochastic,controlled sensitivity,1,corrected_guarded_vs_neutral_guarded,corrected-mean signal contribution,15,3,3,0,0,0,0,0,0,1,1,36,0,0,0,0,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
stochastic-primary,Stochastic primary families,stochastic,controlled sensitivity,1,neutral_guarded_vs_dca,safety-architecture behavior,15,3,3,0,0,0,0,0,0,1,1,36,0,0,0,0,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-primary,Historical primary monthly design,historical,confirmatory H1/H2 and secondary architecture,0.5,corrected_guarded_vs_dca,complete-system performance,6,72,383,-0.023227605612168067947058106903014237812085690892574295241739575,-0.0459315460329597585944088669914816089333859199860058448171075,-0.00874935441149618355858610381305950564643156572437310779908109,-0.152921904735948742138796686163595922689015045202746063765685,0.189611780781547562984364320842401007969149349288862746889323,0.0610623277299363709582972335114040066729009769615418925458321,0.975155797159418810976439295242004244295610926331147343708215,0.0675596274373259052924791086350974930362116991643454038997260,36,-7480.535790190349945774782062236629425509699300085158292357650333333333333333333333333333333333333333,1755.043360020563788823632159056654230777687720574006650980181666666666666666666666666666666666666667,-9235.57915021091373459841422129328365628738702065916494333790,-6.8000000000000000000000000000000000000000E-56,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-primary,Historical primary monthly design,historical,confirmatory H1/H2 and secondary architecture,0.5,corrected_guarded_vs_neutral_guarded,corrected-mean signal contribution,6,72,383,-0.001565336233726045306154547551921667667788866686114237200093186,-0.00545342713737186257617090539443406886427217667683250453271505,-0.0000921596132481172542399792767691365687246086092952844285046726,-0.0441014503999232385726791732010573265668454713805957259459206,0.069286604037190241432098271447774810237285329677279287257761,0.0610623277299363709582972335114040066729009769615418925458321,0.975155797159418810976439295242004244295610926331147343708215,0.0675596274373259052924791086350974930362116991643454038997260,36,-1862.601229951999382345808131427692238063346906766896909646446051666666666666666666666666666666666667,755.2097646538118987986289118051384207438704247604544310279571666666666666666666666666666666666666667,-2617.810994605811281144437043232830658807217331527351340674419266666666666666666666666666666666666667,-1.6048333333333333333333333333333333333333E-56,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-primary,Historical primary monthly design,historical,confirmatory H1/H2 and secondary architecture,0.5,neutral_guarded_vs_dca,safety-architecture behavior,6,72,383,-0.0236958812348795479560679103719428255861914011622241697836725,-0.0436523286914362512249819879531330378151278151589582921167598,-0.0089054811030025452284249238302248133589147220057085945065839,-0.114143822281494257587758838096644321331548157797497773776662,0.135710607417988092229946191882433314930958562493163801799095,0.0277777777769473254824878872818822573237717453450743963337478,0.981220200295665825381269036617069687225249915241931586030386,0.0664292208294645620550913030021665119158155369854534199938165,36,-5617.9345602383505634289739308089371874463523933182613827111868,999.833595366751890025003247251515810033817295813552219952228,-6617.76815560510245345397717806045299748016968913181360266335,6.48E-56,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-primary,Historical primary monthly design,historical,confirmatory H1/H2 and secondary architecture,0.75,corrected_guarded_vs_dca,complete-system performance,6,72,383,-0.02188137014954906059520902673244516888625854465518551607653892,-0.0376820768374796927782074103133399788363476447088239388844339,-0.00718771382807783331574838411121373582390375884135263124382672,-0.120579968766998833534352463620116594715466303271143348417811,0.157622504078183376639261397152024873522242772599198074117773,0.0610622801576708339217553981976407199890656704691953105108705,0.975229675579755959853558533643400099519712807569377547007567,0.175805832817497162901062622511090477664293820282678221396884,36,-6724.316577397215973100870890445747351707067550037138961210607816666666666666666666666666666666666667,1752.513859171049075162338425420333853394739857132533312971596666666666666666666666666666666666666667,-8476.830436568265048263209315866081205101807407169672274182393333333333333333333333333333333333333333,-1.88849999999999999999999999999999999999999E-55,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-primary,Historical primary monthly design,historical,confirmatory H1/H2 and secondary architecture,0.75,corrected_guarded_vs_neutral_guarded,corrected-mean signal contribution,6,72,383,-0.000708496847351073065068746842009726331522926695188250829751864,-0.00441136662500300544240500647511566848368983029739681163347634,-0.000079648779353582728611350083799825261289583451621365318412496,-0.0400691119322619312178353136337628153916986001255717083262861,0.060755435289708428411647438239538937749367405889749337456332,0.0610622801576708339217553981976407199890656704691953105108705,0.975229675579755959853558533643400099519712807569377547007567,0.175805832817497162901062622511090477664293820282678221396884,36,-1742.597533586450863305025821261397523529453233561932387982338751666666666666666666666666666666666667,753.924880008235782409885184529979193905156519896948660546739,-2496.522413594686645714911005791376717434609753458881048529072666666666666666666666666666666666666667,5.085000000000000000000000000000000000000E-57,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-primary,Historical primary monthly design,historical,confirmatory H1/H2 and secondary architecture,0.75,neutral_guarded_vs_dca,safety-architecture behavior,6,72,383,-0.02122765299222790531866510223873848635969556564046764189715335,-0.0390513127050941702511929161741092242303064434962514006870734,-0.00712413147603414937022269235257536609819161322940388038262191,-0.0882527411696800754453662356643230390274296482155751330043059,0.103132956450329244075301858804812905494783457289240806840887,0.0277777777704904567312440318075904672890629960638254096556787,0.9812284362354910090698277424244138528133120000232734362283605,0.1706901887960383782110801609408851748684617765397709687403325,36,-4981.71904381076510979584506918434982817761431647520657322833685,998.5889791628132927524532408903546594895833372355846524248553333333333333333333333333333333333333333,-5980.308022973578402548298310074704487667197653710791225653181666666666666666666666666666666666666667,1.0516666666666666666666666666666666666666E-56,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-primary,Historical primary monthly design,historical,confirmatory H1/H2 and secondary architecture,0.9,corrected_guarded_vs_dca,complete-system performance,6,72,383,-0.012362199229908885996007299382656200679604094559590096488921725,-0.0317235437111310362013333813802703026119337106050439070755482,-0.00335266351298036186677439396225895454280836618257622733904455,-0.0767264477662086994938327125693331781773133433426854416789894,0.0792542659521350525773121585891754604487957178563126865945322,0.0526753820133645962362984427683738573763632431766124142423449,0.9754216746156089663093569119759175648278265255352534037237195,0.502194721706386051789951511399979366553182709171567110285790,36,-4613.54220530582941481640042840235576719366705132287771908899375,1596.413676130760973587974811089990277724450060267257933868701,-6209.9558814365903884043752394923460449181171115901356529576745,2.025E-56,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-primary,Historical primary monthly design,historical,confirmatory H1/H2 and secondary architecture,0.9,corrected_guarded_vs_neutral_guarded,corrected-mean signal contribution,6,72,383,-0.000555722996702769397489190841340146868239772178118710975143002,-0.00390515916929727178023874358717102790693058941508152776940851,0.00051799033724719057717082244865511868391588961045313337115452,-0.0322598865805671535334167726074841457969496091748497138588081,0.0377195546229347029036677216150288409675731257538903364987498,0.0526753820133645962362984427683738573763632431766124142423449,0.9754216746156089663093569119759175648278265255352534037237195,0.502194721706386051789951511399979366553182709171567110285790,36,-1075.356691141227632141250096664572143544602929618320454082225893833333333333333333333333333333333333,707.75982915885067907279035689147480543231788091452668186979545,-1783.116520300078311214040453556046948976920810532847135951986,3.5343833333333333333333333333333333333333E-56,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-primary,Historical primary monthly design,historical,confirmatory H1/H2 and secondary architecture,0.9,neutral_guarded_vs_dca,safety-architecture behavior,6,72,383,-0.01190635495617002771229407930276012746954782972535316742199463,-0.028261767184390605504602573931141562941622448075472997756187,-0.00340080934164462072522873845525413259716572040514018799939384,-0.0492067792457294326591471690659979003691496895443006921256664,0.0571849538871059761693399153146432225173980183833026072328895,0.0277777419434973147039511228803514987351902635396277695952714,0.981251210649131569819845210272193690122330851228176709862761,0.450714674894253585061384504281440214587846899824615702053003,36,-3538.185514164601782675150331737783623649064121704557265006806283333333333333333333333333333333333333,888.653846971910294515184454198515472292132179352731251998891,-4426.839361136512077190334785936299095941196301057288517005775,-7.7716666666666666666666666666666666666667E-56,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-primary,Historical primary monthly design,historical,confirmatory H1/H2 and secondary architecture,1,corrected_guarded_vs_dca,complete-system performance,6,72,383,0,0,0,0,0,0,1,1,36,0,0,0,0,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-primary,Historical primary monthly design,historical,confirmatory H1/H2 and secondary architecture,1,corrected_guarded_vs_neutral_guarded,corrected-mean signal contribution,6,72,383,0,0,0,0,0,0,1,1,36,0,0,0,0,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
historical-primary,Historical primary monthly design,historical,confirmatory H1/H2 and secondary architecture,1,neutral_guarded_vs_dca,safety-architecture behavior,6,72,383,0,0,0,0,0,0,1,1,36,0,0,0,0,gross frictionless; epsilon-DCA theorem scope for guarded policies,descriptive across source aggregate cells; no cross-layer pooling
